movie_id,primary_title,genres,individual_genre,runtime_minutes,title,studio,domestic_gross,foreign_gross,year,averagerating,numvotes,director_id,director_name,total_gross
tt1872181,The Amazing Spider-Man 2,"Action,Adventure,Sci-Fi",Sci-Fi,142.0,The Amazing Spider-Man 2,Sony,202900000.0,506100000.0,2014,6.6,388363,nm1989536,Marc Webb,709000000.0
tt1872194,The Judge,"Crime,Drama",Crime,141.0,The Judge,WB,47100000.0,37300000.0,2014,7.4,162952,nm0229694,David Dobkin,84400000.0
tt1872194,The Judge,"Crime,Drama",Drama,141.0,The Judge,WB,47100000.0,37300000.0,2014,7.4,162952,nm0229694,David Dobkin,84400000.0
tt6246092,The Judge,Documentary,Documentary,76.0,The Judge,WB,47100000.0,37300000.0,2014,7.3,84,nm2311689,Erika Cohn,84400000.0
tt1872818,Liberal Arts,"Comedy,Drama,Romance",Comedy,97.0,Liberal Arts,IFC,327000.0,0.0,2012,6.7,34091,nm1102140,Josh Radnor,327000.0
tt1872818,Liberal Arts,"Comedy,Drama,Romance",Drama,97.0,Liberal Arts,IFC,327000.0,0.0,2012,6.7,34091,nm1102140,Josh Radnor,327000.0
tt1872818,Liberal Arts,"Comedy,Drama,Romance",Romance,97.0,Liberal Arts,IFC,327000.0,0.0,2012,6.7,34091,nm1102140,Josh Radnor,327000.0
tt1876277,Into the White,"Action,Biography,Drama",Action,104.0,Into the White,Magn.,700.0,0.0,2013,7.2,18040,nm0639033,Petter Næss,700.0
tt1876277,Into the White,"Action,Biography,Drama",Biography,104.0,Into the White,Magn.,700.0,0.0,2013,7.2,18040,nm0639033,Petter Næss,700.0
tt1876277,Into the White,"Action,Biography,Drama",Drama,104.0,Into the White,Magn.,700.0,0.0,2013,7.2,18040,nm0639033,Petter Næss,700.0
tt1877832,X-Men: Days of Future Past,"Action,Adventure,Sci-Fi",Action,132.0,X-Men: Days of Future Past,Fox,233900000.0,513900000.0,2014,8.0,620079,nm0001741,Bryan Singer,747800000.0
tt1877832,X-Men: Days of Future Past,"Action,Adventure,Sci-Fi",Adventure,132.0,X-Men: Days of Future Past,Fox,233900000.0,513900000.0,2014,8.0,620079,nm0001741,Bryan Singer,747800000.0
tt1877832,X-Men: Days of Future Past,"Action,Adventure,Sci-Fi",Sci-Fi,132.0,X-Men: Days of Future Past,Fox,233900000.0,513900000.0,2014,8.0,620079,nm0001741,Bryan Singer,747800000.0
tt1878841,The Darkness,"Horror,Thriller",Horror,92.0,The Darkness,BH Tilt,10800000.0,0.0,2016,4.4,12435,nm0572562,Greg McLean,10800000.0
tt1878841,The Darkness,"Horror,Thriller",Thriller,92.0,The Darkness,BH Tilt,10800000.0,0.0,2016,4.4,12435,nm0572562,Greg McLean,10800000.0
tt4935746,The Darkness,Thriller,Thriller,92.0,The Darkness,BH Tilt,10800000.0,0.0,2016,5.7,196,nm2435337,Daniel Castro Zimbrón,10800000.0
tt1878870,The Edge of Seventeen,"Comedy,Drama",Comedy,104.0,The Edge of Seventeen,STX,14400000.0,4400000.0,2016,7.3,87602,nm2609807,Kelly Fremon Craig,18800000.0
